id,title,genres,keywords,cast,vote_average,vote_count,soup
24803,Julie & Julia,romance drama,cooking book cookbook blog recipe,meryl streep amy adams stanley tucci chris messina linda emond,6.6,560,cooking book cookbook blog recipe meryl streep amy adams stanley tucci chris messina linda emond romance drama
109410,42,drama,baseball biography sport brooklyn dodgers,chadwick boseman tr knight harrison ford nicole beharie christopher meloni,6.8,787,baseball biography sport brooklyn dodgers chadwick boseman tr knight harrison ford nicole beharie christopher meloni drama
1213,The Talented Mr. Ripley,thriller crime drama,venice italy gay new york lovesickness,matt damon gwyneth paltrow jude law cate blanchett philip seymour hoffman,7.0,767,venice italy gay new york lovesickness matt damon gwyneth paltrow jude law cate blanchett philip seymour hoffman thriller crime drama
100042,Dumb and Dumber To,comedy,friendship sequel road movie buddy comedy,jim carrey jeff daniels rachel melvin kathleen turner brady bluhm,5.4,1127,friendship sequel road movie buddy comedy jim carrey jeff daniels rachel melvin kathleen turner brady bluhm comedy
9036,Eight Below,adventure drama family,expedition pilot survival sled dogs seal,paul walker bruce greenwood moon bloodgood jason biggs gerard plunkett,6.7,542,expedition pilot survival sled dogs seal paul walker bruce greenwood moon bloodgood jason biggs gerard plunkett adventure drama family
257211,The Intern,comedy,intern woman director,robert de niro anne hathaway rene russo anders holm jojo kushner,7.1,1881,intern woman director robert de niro anne hathaway rene russo anders holm jojo kushner comedy
323675,Ride Along 2,action comedy,police sequel police officer brotherinlaw brotherinlaw relationship black men,kevin hart ice cube olivia munn tika sumpter ken jeong,6.1,555,police sequel police officer brotherinlaw brotherinlaw relationship black men kevin hart ice cube olivia munn tika sumpter ken jeong action comedy
9361,The Last of the Mohicans,action adventure drama history romance,secret love mohawk native american th century french and indian war,daniel daylewis madeleine stowe russell means eric schweig jodhi may,7.1,732,secret love mohawk native american th century french and indian war daniel daylewis madeleine stowe russell means eric schweig jodhi may action adventure drama history romance
1677,Ray,drama music,black people soul country music loss of brother s,jamie foxx kerry washington regina king harry lennix clifton powell,7.2,467,black people soul country music loss of brother s jamie foxx kerry washington regina king harry lennix clifton powell drama music
187,Sin City,action thriller crime,dystopia based on comic book held captive based on graphic novel black and white and color,jessica alba devon aoki clive owen rosario dawson mickey rourke,7.2,2691,dystopia based on comic book held captive based on graphic novel black and white and color jessica alba devon aoki clive owen rosario dawson mickey rourke action thriller crime
7461,Vantage Point,drama action thriller crime,bomb terror spain usa president terrorist,dennis quaid matthew fox forest whitaker sigourney weaver william hurt,6.2,716,bomb terror spain usa president terrorist dennis quaid matthew fox forest whitaker sigourney weaver william hurt drama action thriller crime
16538,"I Love You, Man",comedy,poker bondage duringcreditsstinger,paul rudd jason segel rashida jones andy samberg jk simmons,6.5,515,poker bondage duringcreditsstinger paul rudd jason segel rashida jones andy samberg jk simmons comedy
9889,Shallow Hal,comedy romance,overweight beauty hypnosis overweight man overweight woman,gwyneth paltrow jack black jason alexander joe viterelli bruce mcgill,5.7,731,overweight beauty hypnosis overweight man overweight woman gwyneth paltrow jack black jason alexander joe viterelli bruce mcgill comedy romance
820,JFK,drama thriller history,assassination cia homophobia new orleans vietnam war,kevin costner tommy lee jones gary oldman kevin bacon michael rooker,7.5,502,assassination cia homophobia new orleans vietnam war kevin costner tommy lee jones gary oldman kevin bacon michael rooker drama thriller history
11565,Big Momma's House 2,comedy crime,undercover nanny computer virus stress undercover agent,martin lawrence nia long emily procter zachary levi mark moses,5.4,371,undercover nanny computer virus stress undercover agent martin lawrence nia long emily procter zachary levi mark moses comedy crime
6073,The Mexican,action comedy crime romance,kidnapping pistol,brad pitt julia roberts james gandolfini jk simmons gene hackman,5.8,441,kidnapping pistol brad pitt julia roberts james gandolfini jk simmons gene hackman action comedy crime romance
16996,17 Again,comedy,high school bullying high school sports fake identity adult as a child,zac efron leslie mann matthew perry tyler steelman allison miller,6.1,1350,high school bullying high school sports fake identity adult as a child zac efron leslie mann matthew perry tyler steelman allison miller comedy
193610,The Other Woman,comedy romance,infidelity revenge unfaithful boyfriend woman sitting on a toilet,cameron diaz leslie mann kate upton don johnson nikolaj costerwaldau,6.2,1437,infidelity revenge unfaithful boyfriend woman sitting on a toilet cameron diaz leslie mann kate upton don johnson nikolaj costerwaldau comedy romance
19912,The Final Destination,horror mystery,car race dying and death plan stockcarrace car crash,bobby campo shantel vansanten nick zano haley webb krista allen,5.4,831,car race dying and death plan stockcarrace car crash bobby campo shantel vansanten nick zano haley webb krista allen horror mystery
296098,Bridge of Spies,thriller drama,spy cia cold war soviet union pilot,tom hanks mark rylance amy ryan alan alda sebastian koch,7.2,2583,spy cia cold war soviet union pilot tom hanks mark rylance amy ryan alan alda sebastian koch thriller drama
8007,Behind Enemy Lines,action drama thriller war,helicopter war crimes sniper bosnia and herzegovina fighter pilot,owen wilson gene hackman gabriel macht charles malik whitfield david keith,6.0,457,helicopter war crimes sniper bosnia and herzegovina fighter pilot owen wilson gene hackman gabriel macht charles malik whitfield david keith action drama thriller war
32823,Get Him to the Greek,comedy,aftercreditsstinger,jonah hill russell brand rose byrne elisabeth moss colm meaney,5.9,612,aftercreditsstinger jonah hill russell brand rose byrne elisabeth moss colm meaney comedy
4380,Shall We Dance?,drama romance comedy,jealousy wife husband relationship dancing master,richard gere jennifer lopez susan sarandon lisa ann walter stanley tucci,5.9,297,jealousy wife husband relationship dancing master richard gere jennifer lopez susan sarandon lisa ann walter stanley tucci drama romance comedy
11551,Small Soldiers,comedy adventure fantasy science fiction action,defense industry toy shop technical toy soldier prototype,gregory smith kirsten dunst denis leary phil hartman david cross,6.2,511,defense industry toy shop technical toy soldier prototype gregory smith kirsten dunst denis leary phil hartman david cross comedy adventure fantasy science fiction action
10336,Spawn,action adventure fantasy horror science fiction,anti hero secret agent fistfight based on comic book burn victim,michael jai white martin sheen john leguizamo theresa randle nicol williamson,5.0,336,anti hero secret agent fistfight based on comic book burn victim michael jai white martin sheen john leguizamo theresa randle nicol williamson action adventure fantasy horror science fiction
11362,The Count of Monte Cristo,action adventure drama thriller,loss of lover lover female exlover torture napoleon bonaparte,jim caviezel guy pearce richard harris james frain dagmara domiuczyk,7.3,453,loss of lover lover female exlover torture napoleon bonaparte jim caviezel guy pearce richard harris james frain dagmara domiuczyk action adventure drama thriller
50348,The Lincoln Lawyer,crime drama thriller,judge arrest jury private investigator,matthew mcconaughey marisa tomei ryan phillippe william h macy josh lucas,7.0,902,judge arrest jury private investigator matthew mcconaughey marisa tomei ryan phillippe william h macy josh lucas crime drama thriller
48138,Unknown,action mystery thriller,taxi hotel coma taxi driver prince,liam neeson diane kruger january jones aidan quinn bruno ganz,6.5,1265,taxi hotel coma taxi driver prince liam neeson diane kruger january jones aidan quinn bruno ganz action mystery thriller
1124,The Prestige,drama mystery thriller,competition secret obsession magic dying and death,hugh jackman christian bale michael caine scarlett johansson andy serkis,8.0,4391,competition secret obsession magic dying and death hugh jackman christian bale michael caine scarlett johansson andy serkis drama mystery thriller
227159,Horrible Bosses 2,comedy,prison kidnapping sequel car chase sex addict,jason bateman jason sudeikis charlie day jennifer aniston kevin spacey,6.1,1536,prison kidnapping sequel car chase sex addict jason bateman jason sudeikis charlie day jennifer aniston kevin spacey comedy
68179,Escape from Planet Earth,animation comedy adventure family science fiction,spaceship alien rescue escape planet,brendan fraser rob corddry ricky gervais jessica alba sarah jessica parker,5.7,332,spaceship alien rescue escape planet brendan fraser rob corddry ricky gervais jessica alba sarah jessica parker animation comedy adventure family science fiction
1579,Apocalypto,action adventure drama thriller,loss of family solar eclipse slavery jaguar village,rudy youngblood raoul max trujillo gerardo taracena iazua larios antonio monroy,7.3,1221,loss of family solar eclipse slavery jaguar village rudy youngblood raoul max trujillo gerardo taracena iazua larios antonio monroy action adventure drama thriller
708,The Living Daylights,action adventure thriller,london england smuggling of arms prison england assassination,timothy dalton maryam dabo jeroen krabbue joe don baker john rhysdavies,6.2,440,london england smuggling of arms prison england assassination timothy dalton maryam dabo jeroen krabbue joe don baker john rhysdavies action adventure thriller
34851,Predators,action science fiction adventure thriller,hunter predator yakuza hunting human beings alien lifeform,topher grace alice braga laurence fishburne adrien brody danny trejo,6.0,1206,hunter predator yakuza hunting human beings alien lifeform topher grace alice braga laurence fishburne adrien brody danny trejo action science fiction adventure thriller
1586,Secret Window,thriller mystery,alcohol adultery detective mississippi jealousy,johnny depp john turturro timothy hutton charles s dutton len cariou,6.4,972,alcohol adultery detective mississippi jealousy johnny depp john turturro timothy hutton charles s dutton len cariou thriller mystery
2044,The Lake House,romance drama mystery,chicago writing architect future time,keanu reeves sandra bullock shohreh aghdashloo christopher plummer ebon mossbachrach,6.5,670,chicago writing architect future time keanu reeves sandra bullock shohreh aghdashloo christopher plummer ebon mossbachrach romance drama mystery
9913,The Skeleton Key,drama horror mystery thriller,nurse secret dream fight kidnapping,kate hudson gena rowlands peter sarsgaard john hurt joy bryant,6.4,573,nurse secret dream fight kidnapping kate hudson gena rowlands peter sarsgaard john hurt joy bryant drama horror mystery thriller
71864,The Odd Life of Timothy Green,fantasy drama comedy family,green dodgeball incredibile timothy,jennifer garner joel edgerton ron livingston rosemarie dewitt cj adams,6.5,386,green dodgeball incredibile timothy jennifer garner joel edgerton ron livingston rosemarie dewitt cj adams fantasy drama comedy family
10761,Made of Honor,comedy romance,scotland love of ones life ladykiller onenight stand bridesmaid,patrick dempsey michelle monaghan kevin mckidd chris messina richmond arquette,6.0,394,scotland love of ones life ladykiller onenight stand bridesmaid patrick dempsey michelle monaghan kevin mckidd chris messina richmond arquette comedy romance
209451,Jersey Boys,music drama,biography based on play,christopher walken vincent piazza freya tingley james madio sean whalen,6.8,255,biography based on play christopher walken vincent piazza freya tingley james madio sean whalen music drama
11975,The Rainmaker,drama crime thriller,jurors proof court case leukemia lawyer,matt damon danny devito jon voight claire danes mary kay place,6.7,235,jurors proof court case leukemia lawyer matt damon danny devito jon voight claire danes mary kay place drama crime thriller
4970,Gothika,horror thriller,amnesia mental institution patient trust false accusations,halle berry robert downey jr charles s dutton penuelope cruz john carroll lynch,5.8,629,amnesia mental institution patient trust false accusations halle berry robert downey jr charles s dutton penuelope cruz john carroll lynch horror thriller
11831,Amistad,drama history mystery,cuba mutiny slavery sentence historical figure,morgan freeman nigel hawthorne anthony hopkins djimon hounsou matthew mcconaughey,6.8,316,cuba mutiny slavery sentence historical figure morgan freeman nigel hawthorne anthony hopkins djimon hounsou matthew mcconaughey drama history mystery
9096,Medicine Man,adventure,medicine ant research amazon cancer,sean connery lorraine bracco josue wilker rodolfo de alexandre angelo barra moreira,5.8,114,medicine ant research amazon cancer sean connery lorraine bracco josue wilker rodolfo de alexandre angelo barra moreira adventure
440,Aliens vs Predator: Requiem,fantasy action science fiction thriller horror,predator national guard hybrid alien morgue,steven pasquale reiko aylesworth john ortiz ariel gade sam trammell,4.9,740,predator national guard hybrid alien morgue steven pasquale reiko aylesworth john ortiz ariel gade sam trammell fantasy action science fiction thriller horror
11011,Ri¢hie Ri¢h,comedy family,family life raft private plane toothbrush gluttony,macaulay culkin john larroquette edward herrmann christine ebersole michael maccarone,5.4,415,family life raft private plane toothbrush gluttony macaulay culkin john larroquette edward herrmann christine ebersole michael maccarone comedy family
10641,Autumn in New York,drama romance,new love love of ones life unexpected happiness dying and death success,richard gere winona ryder anthony lapaglia elaine stritch vera farmiga,5.7,135,new love love of ones life unexpected happiness dying and death success richard gere winona ryder anthony lapaglia elaine stritch vera farmiga drama romance
11172,Music and Lyrics,comedy music romance,pop star song romantic comedy song writing piano,drew barrymore hugh grant scott porter brad garrett haley bennett,6.2,554,pop star song romantic comedy song writing piano drew barrymore hugh grant scott porter brad garrett haley bennett comedy music romance
39513,Paul,adventure comedy science fiction,san diego area alien space craft hit with a chair shot in the knee,seth rogen simon pegg nick frost jason bateman kristen wiig,6.5,1789,san diego area alien space craft hit with a chair shot in the knee seth rogen simon pegg nick frost jason bateman kristen wiig adventure comedy science fiction
82687,The Guilt Trip,comedy,inventor road trip guilt mother son relationship woman director,seth rogen barbra streisand yvonne strahovski colin hanks adam scott,5.4,284,inventor road trip guilt mother son relationship woman director seth rogen barbra streisand yvonne strahovski colin hanks adam scott comedy
41446,Scream 4,horror mystery,sheriff book knife horror rescue,david arquette neve campbell courteney cox emma roberts hayden panettiere,6.1,902,sheriff book knife horror rescue david arquette neve campbell courteney cox emma roberts hayden panettiere horror mystery
8224,8MM,thriller crime mystery,pornography porn actor loss of daughter child pornography private investigator,nicolas cage joaquin phoenix james gandolfini chris bauer anthony heald,6.1,474,pornography porn actor loss of daughter child pornography private investigator nicolas cage joaquin phoenix james gandolfini chris bauer anthony heald thriller crime mystery
10537,The Doors,drama music,hippie poetry sex rock and roll nudity,val kilmer meg ryan kyle maclachlan frank whaley kevin dillon,6.7,275,hippie poetry sex rock and roll nudity val kilmer meg ryan kyle maclachlan frank whaley kevin dillon drama music
225886,Sex Tape,comedy,marriage internet relationship family sex tape,cameron diaz jason segel rob corddry ellie kemper rob lowe,5.3,1695,marriage internet relationship family sex tape cameron diaz jason segel rob corddry ellie kemper rob lowe comedy
55779,Final Destination 5,horror mystery,premonition death by accident crash end is here duringcreditsstinger,emma bell nicholas dagosto miles fisher ellen wroe jacqueline macinnes wood,5.9,866,premonition death by accident crash end is here duringcreditsstinger emma bell nicholas dagosto miles fisher ellen wroe jacqueline macinnes wood horror mystery
10154,Mickey Blue Eyes,comedy crime romance,new york marriage proposal fbi mafia boss mafia,hugh grant james caan jeanne tripplehorn burt young james fox,5.3,140,new york marriage proposal fbi mafia boss mafia hugh grant james caan jeanne tripplehorn burt young james fox comedy crime romance
10647,Pay It Forward,drama romance,childs point of view candlelight vigil good deed exotic dancer schoolteacher,kevin spacey helen hunt haley joel osment jay mohr jim caviezel,7.0,432,childs point of view candlelight vigil good deed exotic dancer schoolteacher kevin spacey helen hunt haley joel osment jay mohr jim caviezel drama romance
11431,Fever Pitch,comedy drama romance,baseball fanatic relationship problems sport teacher,drew barrymore jimmy fallon jason spevack jack kehler maureen keiller,5.9,182,baseball fanatic relationship problems sport teacher drew barrymore jimmy fallon jason spevack jack kehler maureen keiller comedy drama romance
8457,Drillbit Taylor,comedy,prison jealousy homeless person beach parents kids relationship,owen wilson leslie mann josh peck david dorfman nate hartley,5.5,275,prison jealousy homeless person beach parents kids relationship owen wilson leslie mann josh peck david dorfman nate hartley comedy
188161,A Million Ways to Die in the West,comedy western,gunslinger farmer wild west laxative,seth macfarlane charlize theron liam neeson amanda seyfried neil patrick harris,5.8,1468,gunslinger farmer wild west laxative seth macfarlane charlize theron liam neeson amanda seyfried neil patrick harris comedy western
8850,The Shadow,adventure fantasy action thriller science fiction,new york atomic bomb ladykiller hypnosis superhero,alec baldwin john lone penelope ann miller peter boyle ian mckellen,5.4,138,new york atomic bomb ladykiller hypnosis superhero alec baldwin john lone penelope ann miller peter boyle ian mckellen adventure fantasy action thriller science fiction
64685,Extremely Loud & Incredibly Close,drama,based on novel autism key scavenger hunt death of father,thomas horn tom hanks sandra bullock max von sydow john goodman,6.9,708,based on novel autism key scavenger hunt death of father thomas horn tom hanks sandra bullock max von sydow john goodman drama
38357,Morning Glory,comedy drama romance,work ethic tv morning show tv reporter,rachel mcadams harrison ford patrick wilson jeff goldblum diane keaton,6.1,412,work ethic tv morning show tv reporter rachel mcadams harrison ford patrick wilson jeff goldblum diane keaton comedy drama romance
10060,Get Rich or Die Tryin',drama,loss of mother attempted murder career musical rapper,cent joy bryant adewale akinnuoyeagbaje omar benson miller terrence howard,6.3,186,loss of mother attempted murder career musical rapper cent joy bryant adewale akinnuoyeagbaje omar benson miller terrence howard drama
11398,The Art of War,crime action adventure,china chinese woman secret agent conspiracy of murder united nations,wesley snipes donald sutherland maury chaykin anne archer michael biehn,5.6,135,china chinese woman secret agent conspiracy of murder united nations wesley snipes donald sutherland maury chaykin anne archer michael biehn crime action adventure
1833,Rent,drama romance,gay sex aids musical hiv,anthony rapp adam pascal rosario dawson jesse l martin wilson jermaine heredia,6.7,155,gay sex aids musical hiv anthony rapp adam pascal rosario dawson jesse l martin wilson jermaine heredia drama romance
9306,The Island of Dr. Moreau,fantasy horror science fiction,monster experiment island mutation genetics,marlon brando val kilmer david thewlis fairuza balk daniel rigney,4.6,147,monster experiment island mutation genetics marlon brando val kilmer david thewlis fairuza balk daniel rigney fantasy horror science fiction
12184,The Other Boleyn Girl,drama,england sister sister relationship queen kingdom henry viii,natalie portman scarlett johansson eric bana jim sturgess kristin scott thomas,6.4,477,england sister sister relationship queen kingdom henry viii natalie portman scarlett johansson eric bana jim sturgess kristin scott thomas drama
1921,Sweet November,drama romance,workaholic dogsitter,keanu reeves charlize theron jason isaacs greg germann lauren graham,6.4,278,workaholic dogsitter keanu reeves charlize theron jason isaacs greg germann lauren graham drama romance
1683,The Reaping,horror,river miracle bible louisiana frog,hilary swank david morrissey idris elba annasophia robb stephen rea,5.4,205,river miracle bible louisiana frog hilary swank david morrissey idris elba annasophia robb stephen rea horror
203,Mean Streets,drama crime,epilepsy protection money secret love money redemption,harvey keitel robert de niro david proval amy robinson richard romanus,7.2,345,epilepsy protection money secret love money redemption harvey keitel robert de niro david proval amy robinson richard romanus drama crime
62835,Colombiana,action thriller crime drama,street gang uncle female assassin witness to murder,zoe saldana cliff curtis callum blue michael vartan lennie james,6.5,824,street gang uncle female assassin witness to murder zoe saldana cliff curtis callum blue michael vartan lennie james action thriller crime drama
18937,Quest for Camelot,fantasy animation drama romance family,,jessalyn gilsig cary elwes gary oldman don rickles jane seymour,6.9,190, jessalyn gilsig cary elwes gary oldman don rickles jane seymour fantasy animation drama romance family
10718,Torque,action,exgirlfriend drug dealer gang motorcyclist,martin henderson ice cube monet mazur adam scott matt schulze,4.7,119,exgirlfriend drug dealer gang motorcyclist martin henderson ice cube monet mazur adam scott matt schulze action
10802,Showgirls,drama,dancing female nudity gogo dancer spanner seduction,elizabeth berkley kyle maclachlan gina gershon glenn plummer robert davi,4.9,256,dancing female nudity gogo dancer spanner seduction elizabeth berkley kyle maclachlan gina gershon glenn plummer robert davi drama
1887,Marie Antoinette,drama history,shoe voice over rite theatre audience bride and groom,kirsten dunst jason schwartzman judy davis rip torn rose byrne,6.5,642,shoe voice over rite theatre audience bride and groom kirsten dunst jason schwartzman judy davis rip torn rose byrne drama history
10461,Get Carter,action drama thriller crime,ritual pornographic video car crash dvd,sylvester stallone miranda richardson rachael leigh cook mickey rourke johnny strong,4.8,145,ritual pornographic video car crash dvd sylvester stallone miranda richardson rachael leigh cook mickey rourke johnny strong action drama thriller crime
80278,The Impossible,thriller drama,thailand tsunami family vacation tidal wave catastrophe,naomi watts ewan mcgregor tom holland samuel joslin oaklee pendergast,7.0,2025,thailand tsunami family vacation tidal wave catastrophe naomi watts ewan mcgregor tom holland samuel joslin oaklee pendergast thriller drama
10315,Fantastic Mr. Fox,adventure animation comedy family,fox tree peasant revenge cider,george clooney meryl streep jason schwartzman bill murray wallace wolodarsky,7.5,1176,fox tree peasant revenge cider george clooney meryl streep jason schwartzman bill murray wallace wolodarsky adventure animation comedy family
16643,Life or Something Like It,comedy drama romance,,angelina jolie edward burns tony shalhoub christian kane melissa errico,5.7,124, angelina jolie edward burns tony shalhoub christian kane melissa errico comedy drama romance
2687,Memoirs of an Invisible Man,comedy fantasy science fiction,invisible man,chevy chase daryl hannah sam neill michael mckean stephen tobolowsky,5.7,125,invisible man chevy chase daryl hannah sam neill michael mckean stephen tobolowsky comedy fantasy science fiction
194,Amélie,comedy romance,paris love triangle ghost train sexshop shyness,audrey tautou mathieu kassovitz rufus jamel debbouze claire maurier,7.8,3310,paris love triangle ghost train sexshop shyness audrey tautou mathieu kassovitz rufus jamel debbouze claire maurier comedy romance
11025,New York Minute,comedy,twin sister music video geek vacation university,ashley olsen marykate olsen eugene levy andy richter riley smith,5.5,185,twin sister music video geek vacation university ashley olsen marykate olsen eugene levy andy richter riley smith comedy
8849,Alfie,comedy,new york cheating flirt lover older woman seduces younger guy,jude law marisa tomei omar epps jane krakowski renuee taylor,5.6,248,new york cheating flirt lover older woman seduces younger guy jude law marisa tomei omar epps jane krakowski renuee taylor comedy
78698,Big Miracle,adventure drama romance,whale alaska aftercreditsstinger duringcreditsstinger greenpeace,drew barrymore john krasinski kristen bell vinessa shaw dermot mulroney,6.6,152,whale alaska aftercreditsstinger duringcreditsstinger greenpeace drew barrymore john krasinski kristen bell vinessa shaw dermot mulroney adventure drama romance
9544,FearDotCom,horror thriller,race against time psychopath homepage cop doctor,stephen dorff natascha mcelhone stephen rea udo kier amelia curtis,3.2,105,race against time psychopath homepage cop doctor stephen dorff natascha mcelhone stephen rea udo kier amelia curtis horror thriller
24418,Cirque du Freak: The Vampire's Assistant,adventure fantasy action thriller,vampire spider wolfman stew best friend,john c reilly josh hutcherson chris massoglia patrick fugit salma hayek,5.5,348,vampire spider wolfman stew best friend john c reilly josh hutcherson chris massoglia patrick fugit salma hayek adventure fantasy action thriller
7288,Duplex,action comedy thriller,,ben stiller drew barrymore eileen essell amber valletta justin theroux,5.9,482, ben stiller drew barrymore eileen essell amber valletta justin theroux action comedy thriller
10366,Universal Soldier: The Return,action science fiction,super computer computer program destiny timebomb,jeanclaude van damme kiana tom bill goldberg michael jai white heidi schanz,4.2,135,super computer computer program destiny timebomb jeanclaude van damme kiana tom bill goldberg michael jai white heidi schanz action science fiction
19898,Pandorum,action horror mystery science fiction thriller,dystopia spaceship survival mission,ben foster dennis quaid cam gigandet antje traue cung le,6.5,774,dystopia spaceship survival mission ben foster dennis quaid cam gigandet antje traue cung le action horror mystery science fiction thriller
4965,Impostor,action science fiction thriller,android alien,gary sinise madeleine stowe mekhi phifer vincent donofrio tony shalhoub,6.1,135,android alien gary sinise madeleine stowe mekhi phifer vincent donofrio tony shalhoub action science fiction thriller
56715,Just Visiting,comedy fantasy science fiction,time travel remake alternate history dragon remake of french film,jean reno christina applegate christian clavier matt ross tara reid,4.8,171,time travel remake alternate history dragon remake of french film jean reno christina applegate christian clavier matt ross tara reid comedy fantasy science fiction
1272,Sunshine,science fiction thriller,saving the world bomb sun space marine sunlight,cillian murphy rose byrne chris evans michelle yeoh cliff curtis,7.0,1182,saving the world bomb sun space marine sunlight cillian murphy rose byrne chris evans michelle yeoh cliff curtis science fiction thriller
72358,A Thousand Words,drama comedy,liar literary agent,eddie murphy allison janney cliff curtis clark duke kerry washington,6.0,373,liar literary agent eddie murphy allison janney cliff curtis clark duke kerry washington drama comedy
266396,The Gunman,action drama crime,assassin hitman,sean penn jasmine trinca javier bardem ray winstone mark rylance,5.5,392,assassin hitman sean penn jasmine trinca javier bardem ray winstone mark rylance action drama crime
9978,Stormbreaker,adventure action family,england secret intelligence service child hero wretch teen spy,alex pettyfer sarah bolger ewan mcgregor robbie coltrane stephen fry,5.1,213,england secret intelligence service child hero wretch teen spy alex pettyfer sarah bolger ewan mcgregor robbie coltrane stephen fry adventure action family
8271,Disturbia,thriller drama mystery,kidnapping young people,shia labeouf sarah roemer carrieanne moss david morse aaron yoo,6.6,1006,kidnapping young people shia labeouf sarah roemer carrieanne moss david morse aaron yoo thriller drama mystery
10428,Hackers,action crime thriller drama,female nudity hacker nudity computer virus virtual reality,jonny lee miller angelina jolie jesse bradford matthew lillard renoly santiago,6.2,398,female nudity hacker nudity computer virus virtual reality jonny lee miller angelina jolie jesse bradford matthew lillard renoly santiago action crime thriller drama
11934,The Hudsucker Proxy,comedy drama,suicide new york corruption journalist inventor,tim robbins jennifer jason leigh paul newman charles durning john mahoney,7.1,275,suicide new york corruption journalist inventor tim robbins jennifer jason leigh paul newman charles durning john mahoney comedy drama
110415,Snowpiercer,action science fiction drama,father son relationship child labour brothel winter allegory,chris evans song kangho ed harris john hurt tilda swinton,6.7,2854,father son relationship child labour brothel winter allegory chris evans song kangho ed harris john hurt tilda swinton action science fiction drama
77459,A Monster in Paris,adventure animation comedy family fantasy,monster cgi d paris france,vanessa paradis mathieu chedid gad elmaleh franueois cluzet ludivine sagnier,6.5,313,monster cgi d paris france vanessa paradis mathieu chedid gad elmaleh franueois cluzet ludivine sagnier adventure animation comedy family fantasy
9495,The Crow,fantasy action thriller,halloween arson detroit,brandon lee rochelle davis ernie hudson michael wincott bai ling,7.3,953,halloween arson detroit brandon lee rochelle davis ernie hudson michael wincott bai ling fantasy action thriller
256040,Baahubali: The Beginning,action adventure war history,kingdom war bollywood medieval india ancient india,prabhas rana daggubati tamanna bhatia anushka shetty ramya krishnan,7.5,135,kingdom war bollywood medieval india ancient india prabhas rana daggubati tamanna bhatia anushka shetty ramya krishnan action adventure war history
24420,The Time Traveler's Wife,drama romance fantasy,chicago sex based on novel nudity diary,eric bana rachel mcadams michelle nolden arliss howard ron livingston,6.7,798,chicago sex based on novel nudity diary eric bana rachel mcadams michelle nolden arliss howard ron livingston drama romance fantasy
1257,Because I Said So,comedy,mother guitar sister sister relationship profession new love,diane keaton mandy moore gabriel macht tom everett scott lauren graham,5.8,191,mother guitar sister sister relationship profession new love diane keaton mandy moore gabriel macht tom everett scott lauren graham comedy
62214,Frankenweenie,animation comedy family,shyness stop motion black and white retro dog,charlie tahan catherine ohara martin short martin landau atticus shaffer,6.6,932,shyness stop motion black and white retro dog charlie tahan catherine ohara martin short martin landau atticus shaffer animation comedy family
16320,Serenity,science fiction action adventure thriller,martial arts telepathy dystopia spaceship fugitive,nathan fillion gina torres alan tudyk morena baccarin adam baldwin,7.4,1264,martial arts telepathy dystopia spaceship fugitive nathan fillion gina torres alan tudyk morena baccarin adam baldwin science fiction action adventure thriller
9531,Superman III,comedy action adventure fantasy science fiction,saving the world dc comics super computer identity crisis loss of powers,christopher reeve richard pryor jackie cooper marc mcclure annette otoole,5.3,490,saving the world dc comics super computer identity crisis loss of powers christopher reeve richard pryor jackie cooper marc mcclure annette otoole comedy action adventure fantasy science fiction
64807,Grudge Match,comedy,father son relationship sport rivalry elderly elderly man,robert de niro sylvester stallone alan arkin jon bernthal kevin hart,6.0,433,father son relationship sport rivalry elderly elderly man robert de niro sylvester stallone alan arkin jon bernthal kevin hart comedy
12289,Red Cliff,adventure drama action,flaming arrow chinese history strategy carrier pigeon spear throwing,chang chen hu jun tony leung chiuwai takeshi kaneshiro song jia,7.1,205,flaming arrow chinese history strategy carrier pigeon spear throwing chang chen hu jun tony leung chiuwai takeshi kaneshiro song jia adventure drama action
11529,Sweet Home Alabama,comedy romance,new york marriage proposal alabama career woman fashion designer,reese witherspoon josh lucas patrick dempsey candice bergen rhona mitra,6.0,394,new york marriage proposal alabama career woman fashion designer reese witherspoon josh lucas patrick dempsey candice bergen rhona mitra comedy romance
20943,The Ugly Truth,comedy romance,romantic comedy romance tv morning show relationship opposites attract,katherine heigl gerard butler eric winter bree turner nick searcy,6.4,972,romantic comedy romance tv morning show relationship opposites attract katherine heigl gerard butler eric winter bree turner nick searcy comedy romance
9488,Spy Kids 2: The Island of Lost Dreams,action adventure family,spy experiment island secret organization wretch,antonio banderas carla gugino alexa penavega daryl sabara steve buscemi,5.3,521,spy experiment island secret organization wretch antonio banderas carla gugino alexa penavega daryl sabara steve buscemi action adventure family
193,Star Trek: Generations,science fiction action adventure thriller,based on tv series death exploding planet mountain cabin solar system,patrick stewart jonathan frakes brent spiner levar burton michael dorn,6.4,452,based on tv series death exploding planet mountain cabin solar system patrick stewart jonathan frakes brent spiner levar burton michael dorn science fiction action adventure thriller
44865,The Grandmaster,action drama history,martial arts kung fu biography kung fu master,tony leung chiuwai zhang ziyi song hyekyo chang chen zhao benshan,6.3,273,martial arts kung fu biography kung fu master tony leung chiuwai zhang ziyi song hyekyo chang chen zhao benshan action drama history
