id,title,genres,keywords,cast,vote_average,vote_count
10663,The Waterboy,Comedy,sport social outcast ridicule lawn mower deserted by husband,Adam Sandler Kathy Bates Fairuza Balk Henry Winkler Jerry Reed,5.9,512
1891,The Empire Strikes Back,Adventure Action Science Fiction,rebel android asteroid space battle snow storm,Mark Hamill Harrison Ford Carrie Fisher Billy Dee Williams Anthony Daniels,8.2,5879
9737,Bad Boys,Action Comedy Crime Thriller,miami detective handcuffs airport mexican standoff,Will Smith Martin Lawrence T\u00e9a Leoni Tch\u00e9ky Karyo Joe Pantoliano,6.5,1699
37137,The Naked Gun 2½: The Smell of Fear,Comedy Crime,washington d.c. usa president spoof the white house,Leslie Nielsen Priscilla Presley George Kennedy O.J. Simpson Robert Goulet,6.6,546
9532,Final Destination,Horror,omen airplane accident corpse death near-death experience,Devon Sawa Ali Larter Kerr Smith Tony Todd Seann William Scott,6.4,1378
10316,The Ides of March,Drama,ohio politics dirty tricks presidential campaign endorsement,Ryan Gosling George Clooney Philip Seymour Hoffman Paul Giamatti Evan Rachel Wood,6.5,910
2787,Pitch Black,Thriller Science Fiction Action,darkness dystopia comet alien life-form survival,Vin Diesel Radha Mitchell Cole Hauser Lewis Fitz-Gerald Claudia Black,6.7,1789
12658,Someone Like You...,Comedy Romance,feminism cohabitant tv show man-woman relation man between two women,Ashley Judd Greg Kinnear Hugh Jackman Marisa Tomei Ellen Barkin,6.0,118
152601,Her,Romance Science Fiction Drama,artificial intelligence computer love loneliness transhumanism,Joaquin Phoenix Scarlett Johansson Rooney Mara Amy Adams Olivia Wilde,7.9,4097
10866,Joy Ride,Mystery Thriller Drama,colorado friendship stalker pokies truck driver,Steve Zahn Paul Walker Leelee Sobieski Jessica Bowman Stuart Stone,6.3,325
70435,Haywire,Action Thriller,mercenary secret agent rescue foot chase spanish,Gina Carano Ewan McGregor Michael Fassbender Bill Paxton Channing Tatum,5.6,505
580,Jaws: The Revenge,Adventure Thriller,shark attack bahamas dying and death aggression by animal sequel,Lorraine Gary Lance Guest Mario Van Peebles Michael Caine Karen Young,3.5,224
9819,Marvin's Room,Drama,sister sister relationship sister leukemia reunion cancer,Diane Keaton Meryl Streep Leonardo DiCaprio Robert De Niro Hume Cronyn,6.6,124
6973,In the Valley of Elah,History Drama Thriller Crime Mystery,father son relationship detective war crimes patriotism homicide,Tommy Lee Jones Charlize Theron Susan Sarandon Frances Fisher James Franco,6.6,261
11156,Coco Before Chanel,Drama History,fashion designer woman director,Audrey Tautou Beno\u00eet Poelvoorde Alessandro Nivola Marie Gillain Emmanuelle Devos,6.6,246
3021,1408,Horror Thriller,suicide new york hotel fire hotel room,John Cusack Samuel L. Jackson Mary McCormack Jasmine Jessica Anthony Tony Shalhoub,6.5,1343
957,Spaceballs,Comedy Science Fiction,android lasergun swordplay temple space marine,Mel Brooks Rick Moranis Bill Pullman Daphne Zuniga John Candy,6.7,902
256917,The Water Diviner,War Drama,istanbul australia post world war i farmer missing in action,Russell Crowe Olga Kurylenko Y\u0131lmaz Erdo\u011fan Cem Y\u0131lmaz Jai Courtney,6.8,431
251,Ghost,Fantasy Drama Thriller Mystery Romance,corruption fortune teller money transfer money laundering pottery,Patrick Swayze Demi Moore Whoopi Goldberg Tony Goldwyn Vincent Schiavelli,6.9,1339
544,There's Something About Mary,Romance Comedy,surgeon stalker romantic comedy dream girl taboo,Cameron Diaz Ben Stiller Matt Dillon Lee Evans Chris Elliott,6.5,1590
11395,The Santa Clause,Fantasy Drama Comedy Family,holiday christmas party santa claus deal christmas tree,Tim Allen Judge Reinhold Wendy Crewson David Krumholtz Peter Boyle,6.3,489
14635,The Rookie,Drama Family,father son relationship baseball sports team sport life's dream,Dennis Quaid Rachel Griffiths Beth Grant Angus T. Jones Brian Cox,6.5,110
13680,The Game Plan,Comedy Family,american football bachelor sports team sport aerobics,Dwayne Johnson Madison Pettis Kyra Sedgwick Roselyn S\u00e1nchez Morris Chestnut,6.0,428
688,The Bridges of Madison County,Drama Romance,farewell adultery love at first sight photographer wife husband relationship,Meryl Streep Clint Eastwood Annie Corley Victor Slezak Jim Haynie,7.3,385
11090,The Animal,Action Comedy,dream employee car crash scientist police officer,Rob Schneider Colleen Haskell John C. McGinley Ed Asner Guy Torry,4.6,304
783,Gandhi,Drama History,muslim indian lead demonstration world war ii imprisonment,Ben Kingsley Candice Bergen Edward Fox John Gielgud Trevor Howard,7.4,716
228194,The Hundred-Foot Journey,Drama,france based on novel indian lead restaurant family,Helen Mirren Manish Dayal Om Puri Charlotte Le Bon Rohan Chand,7.3,508
1642,The Net,Crime Drama Mystery Thriller Action,cheating new identity computer virus chase computer,Sandra Bullock Jeremy Northam Dennis Miller Wendy Gazelle Ken Howard,5.6,354
10950,I Am Sam,Drama,foster parents pro bono new baby social services learning,Sean Penn Michelle Pfeiffer Dianne Wiest Dakota Fanning Richard Schiff,7.2,530
277,Underworld,Fantasy Action Thriller,budapest subway love of one's life vampire bite,Kate Beckinsale Scott Speedman Michael Sheen Shane Brolly Bill Nighy,6.6,2512
8999,Derailed,Drama Thriller,prison chicago rape based on novel hotel room,Clive Owen Jennifer Aniston Vincent Cassel Melissa George Addison Timlin,6.1,319
11323,The Informant!,Drama Comedy Crime,agriculture company witness to murder,Matt Damon Scott Bakula Joel McHale Melanie Lynskey Ann Dowd,6.0,301
11453,Deuce Bigalow: European Gigolo,Comedy,painter amsterdam dolphin europe pimp,Rob Schneider Eddie Griffin Jeroen Krabb\u00e9 Til Schweiger Hanna Verboom,4.7,225
146239,Delivery Man,Comedy,remake sperm donor,Vince Vaughn Cobie Smulders Chris Pratt Britt Robertson Jack Reynor,6.2,551
205588,Our Kind of Traitor,Thriller,based on novel woman director,Ewan McGregor Stellan Skarsg\u00e5rd Damian Lewis Naomie Harris Jeremy Northam,6.0,160
10878,Saving Silverman,Comedy Crime Romance,female nudity harassment male friendship dark comedy director cameo,Jason Biggs Steve Zahn Jack Black Amanda Peet Amanda Detmer,5.4,154
82650,Diary of a Wimpy Kid: Dog Days,Comedy Family,best friend sweet sixteen duringcreditsstinger,Zachary Gordon Robert Capron Devon Bostick Rachael Harris Steve Zahn,6.0,223
10279,Summer of Sam,Thriller Drama Crime Romance,distrust intolerance punk rock italian american summer,John Leguizamo Adrien Brody Mira Sorvino Jennifer Esposito Anthony LaPaglia,6.3,112
2294,Jay and Silent Bob Strike Back,Comedy,film making jay and silent bob self mocking character is subject of comic reference to prince valiant,Kevin Smith Jason Mewes Ben Affleck Jeff Anderson Brian O'Halloran,6.4,480
2176,The Glass House,Drama Thriller,california brother sister relationship loss of parents suspense psychological thriller,Leelee Sobieski Diane Lane Stellan Skarsg\u00e5rd Bruce Dern Kathy Baker,5.4,201
270487,"Hail, Caesar!",Comedy Drama Mystery,journalist cat ransom kidnapping ancient rome,Josh Brolin George Clooney Alden Ehrenreich Ralph Fiennes Scarlett Johansson,5.7,1309
204082,Homefront,Action Thriller,based on novel drug dealer ex-cop rural setting undercover cop,Jason Statham James Franco Izabela Vidovic Winona Ryder Rachelle Lefevre,6.4,875
1599,I Heart Huckabees,Comedy Romance,sex detective jealousy humor protest,Jason Schwartzman Dustin Hoffman Lily Tomlin Jude Law Mark Wahlberg,6.2,239
5550,RoboCop 3,Action Adventure Crime Science Fiction Thriller,cyborg dystopia police sequel cyberpunk,Robert John Burke Nancy Allen Mario Machado Jodi Long John Posey,4.2,305
287948,The Transporter Refueled,Thriller Action Crime,transporter sequel suspense car bank heist,Ed Skrein Ray Stevenson Loan Chabanol Gabriella Wright Tatjana Pajkovi\u0107,5.2,559
7548,The Libertine,Drama Romance,london england sex dying and death poet theatre milieu,Johnny Depp Samantha Morton John Malkovich Rosamund Pike Paul Ritter,5.9,128
9075,Black Book,Drama Thriller War,in love with enemy netherlands world war ii prosecution,Carice van Houten Sebastian Koch Thom Hoffman Halina Reijn Waldemar Kobus,7.2,277
11661,Joyeux Noël,Romance Drama History War Music,holiday world war i hostility singer singing,Diane Kruger Natalie Dessay Benno F\u00fcrmann Guillaume Canet Gary Lewis,7.2,212
109513,Hit & Run,Action Comedy Romance,witness protection getaway driver duringcreditsstinger,Kristen Bell Dax Shepard Tom Arnold Kristin Chenoweth Michael Rosenbaum,5.5,224
12085,Mad Money,Action Comedy Crime,gang hoodlum woman director,Diane Keaton Queen Latifah Katie Holmes Ted Danson Roger Cross,5.9,140
204922,Before I Go to Sleep,Mystery Thriller,amnesia therapist aggression hospital flashback,Nicole Kidman Colin Firth Mark Strong Anne-Marie Duff Jing Lusi,6.2,659
44113,Stone,Drama,prison fire manipulation seduction vegetarian,Frances Conroy Robert De Niro Edward Norton Milla Jovovich Enver Gjokaj,5.2,192
164457,Out of the Furnace,Thriller Drama Crime,prison brother brother relationship drug dealer brother revenge,Christian Bale Zoe Saldana Woody Harrelson Sam Shepard Willem Dafoe,6.5,720
4566,Michael Clayton,Drama Mystery Crime,killing restaurant chambers of a barrister scandal pretended suicide,George Clooney Tom Wilkinson Tilda Swinton Sydney Pollack Michael O'Keefe,6.5,501
1073,Arlington Road,Drama Thriller Mystery,bomb terrorist fbi professor paranoia,Jeff Bridges Tim Robbins Joan Cusack Hope Davis Robert Gossett,7.0,239
153158,Underdogs,Animation Adventure Romance,soccer,Juan Jos\u00e9 Campanella Diego Ramos Pablo Rago Axel Kuschevatzky David Masajnik,6.0,122
81836,To Rome with Love,Romance Comedy,rome expatriate episodic,Ellen Page Woody Allen Jesse Eisenberg Pen\u00e9lope Cruz Alec Baldwin,5.6,546
10724,Firefox,Science Fiction Action Adventure Thriller,flying pilot kampfjet false identity assault,Clint Eastwood Freddie Jones David Huffman Warren Clarke Ronald Lacey,5.5,139
9473,"South Park: Bigger, Longer & Uncut",Animation Comedy Music,gay mount rushmore national memorial swear word mephisto hell,Trey Parker Matt Stone Mary Kay Bergman Isaac Hayes George Clooney,7.1,893
2196,Death at a Funeral,Comedy Drama,brother brother relationship farewell father son relationship age difference parents kids relationship,Matthew Macfadyen Keeley Hawes Andy Nyman Ewen Bremner Daisy Donovan,6.9,497
1499,Teenage Mutant Ninja Turtles III,Action Adventure Comedy Family Fantasy,japan time travel ninja,Paige Turco Stuart Wilson Sab Shimono Vivian Wu Mark Caso,5.1,184
20857,Hardball,Comedy Romance,gay,Keanu Reeves Diane Lane Michael B. Jordan D. B. Sweeney John Hawkes,6.3,123
82693,Silver Linings Playbook,Drama Comedy Romance,dancing philadelphia running based on novel depression,Bradley Cooper Jennifer Lawrence Robert De Niro Jacki Weaver Chris Tucker,6.9,4742
1646,Freedom Writers,Crime Drama,black people based on novel holocaust ghetto diary,Hilary Swank Scott Glenn Imelda Staunton Patrick Dempsey Mario,7.5,356
4108,The Transporter,Action Crime Thriller,car journey transportation auto human trafficking,Jason Statham Shu Qi Fran\u00e7ois Berl\u00e9and Matt Schulze Ric Young,6.6,1692
8456,Never Back Down,Drama Action,rebel martial arts underground fight training,Sean Faris Amber Heard Cam Gigandet Djimon Hounsou Evan Peters,6.4,497
19255,Away We Go,Drama Comedy Romance,interracial relationship dead father reference to bob dylan biracial bedtime story,John Krasinski Maya Rudolph Carmen Ejogo Catherine O'Hara Jeff Daniels,6.7,189
49517,Tinker Tailor Soldier Spy,Drama Thriller Mystery,spy cold war spying espionage mole,John Hurt Gary Oldman Kathy Burke Benedict Cumberbatch Colin Firth,6.6,840
50780,The Beaver,Drama,puppet woman director,Jodie Foster Mel Gibson Jennifer Lawrence Anton Yelchin Zachary Booth,6.3,276
1946,eXistenZ,Action Thriller Science Fiction Horror,video game hacker bodyguard pop star virtual reality,Jennifer Jason Leigh Jude Law Ian Holm Willem Dafoe Don McKellar,6.7,475
85,Raiders of the Lost Ark,Adventure Action,saving the world riddle nepal himalaya cairo,Harrison Ford Karen Allen Paul Freeman Ronald Lacey John Rhys-Davies,7.7,3854
772,Home Alone 2: Lost in New York,Comedy Family Adventure Crime,holiday new york new york city christmas,Macaulay Culkin Joe Pesci Catherine O'Hara Daniel Stern John Heard,6.3,2395
840,Close Encounters of the Third Kind,Science Fiction Drama,indiana obsession extraterrestrial technology evacuation blackout,Richard Dreyfuss Fran\u00e7ois Truffaut Teri Garr Melinda Dillon Bob Balaban,7.2,1098
9682,Pulse,Horror Thriller,suicide hacker death of a friend website remake,Kristen Bell Ian Somerhalder Christina Milian Rick Gonzalez Jonathan Tucker,5.0,150
96,Beverly Hills Cop II,Action Comedy Crime,smuggling of arms detective intensive care undercover strip club,Eddie Murphy Judge Reinhold John Ashton Ronny Cox Paul Reiser,6.1,613
10678,Bringing Down the House,Comedy,prison ex-boyfriend support escape lawyer,Steve Martin Queen Latifah Eugene Levy Joan Plowright Jean Smart,5.4,183
274,The Silence of the Lambs,Crime Drama Thriller,based on novel psychopath horror suspense serial killer,Jodie Foster Anthony Hopkins Scott Glenn Ted Levine Anthony Heald,8.1,4443
8872,Wayne's World,Music Comedy,tv show heavy metal television producer woman director,Mike Myers Dana Carvey Rob Lowe Tia Carrere Lara Flynn Boyle,6.5,728
16290,Jackass 3D,Comedy Documentary Action,pain stunts stuntman stupidity comedy,Johnny Knoxville Bam Margera Ryan Dunn Steve-O Chris Pontius,6.4,428
579,Jaws 2,Horror Thriller,mayor island police chief sailing boat accident,Roy Scheider Lorraine Gary Murray Hamilton Joseph Mascolo Jeffrey Kramer,5.9,406
14405,Beverly Hills Chihuahua,Adventure Comedy Family,dog dirt chihuahua pinata potted plant duringcreditsstinger,Drew Barrymore Piper Perabo Andy Garc\u00eda George Lopez Paul Rodr\u00edguez,4.9,209
138843,The Conjuring,Horror Thriller,sister sister relationship exorcism rhode island based on true story farmhouse,Patrick Wilson Vera Farmiga Lili Taylor Ron Livingston Shanley Caswell,7.4,3092
11637,Are We There Yet?,Adventure Comedy Family Romance,car journey macho road trip children pretty woman,Ice Cube Nia Long Aleisha Allen Philip Bolden Jay Mohr,5.2,221
226486,Tammy,Comedy,,Melissa McCarthy Susan Sarandon Kathy Bates Allison Janney Dan Aykroyd,5.0,500
1584,School of Rock,Comedy Music,rock and roll rock high school music band,Jack Black Joan Cusack Mike White Sarah Silverman Adam Pascal,6.7,1414
9312,Mortal Kombat,Action Fantasy,martial arts monster island gore sorcerer,Christopher Lambert Robin Shou Linden Ashby Cary-Hiroyuki Tagawa Bridgette Wilson,5.4,442
12153,White Chicks,Comedy,undercover fbi fish out of water high society buddy cop,Shawn Wayans Marlon Wayans Jaime King Frankie Faison Maitland Ward,6.3,679
65057,The Descendants,Comedy Drama,hawaii father-in-law daughter cheating wife beach house,George Clooney Shailene Woodley Amara Miller Nick Krause Robert Forster,6.7,934
8326,Holes,Adventure Family Drama Comedy,curse suitor false accusations reference to annabel lee digging,Sigourney Weaver Jon Voight Tim Blake Nelson Patricia Arquette Shia LaBeouf,6.7,383
35690,The Last Song,Drama Family Romance,brother sister relationship new love daughter summer vacation woman director,Miley Cyrus Greg Kinnear Bobby Coleman Liam Hemsworth Hallock Beals,6.9,923
76203,12 Years a Slave,Drama History,whip kidnapping slavery plantation night shift,Chiwetel Ejiofor Michael Fassbender Lupita Nyong'o Benedict Cumberbatch Paul Dano,7.9,3674
13497,Drumline,Drama Romance Comedy Music,music rehearsal fraternity initiation television broadcast white male pretending to be black sorority party,Nick Cannon Zoe Saldana Orlando Jones Leonard Roberts GQ,6.2,116
162,Edward Scissorhands,Fantasy Drama Romance,underdog love at first sight hairdresser small town scissors,Johnny Depp Winona Ryder Dianne Wiest Alan Arkin Anthony Michael Hall,7.5,3601
296096,Me Before You,Drama Romance,england based on novel depression small town wheelchair,Emilia Clarke Sam Claflin Janet McTeer Charles Dance Brendan Coyle,7.6,2562
1051,The French Connection,Action Crime Thriller,police brutality marseille night life attempted murder drug dealer,Gene Hackman Fernando Rey Roy Scheider Tony Lo Bianco Marcel Bozzuffi,7.4,422
376659,Bad Moms,Comedy,alcohol bar party divorce family,Mila Kunis Kristen Bell Kathryn Hahn Christina Applegate Jada Pinkett Smith,6.3,1252
10073,Date Movie,Comedy,date diary parents-in-law bridegroom wedding,Alyson Hannigan Adam Campbell Sophie Monk Jennifer Coolidge Fred Willard,3.6,222
16690,Return to Never Land,Adventure Fantasy Animation Family,animation,Harriet Owen Blayne Weaver Jeff Bennett Kath Soucie Corey Burton,6.1,290
273895,Selma,History Drama,alabama martin luther king president black american civil rights,David Oyelowo Tom Wilkinson Carmen Ejogo Andr\u00e9 Holland Omar J. Dorsey,7.4,817
14873,The Jungle Book 2,Family Animation Adventure,river musical tiger village feral child,John Goodman Haley Joel Osment Mae Whitman Connor Funk Bob Joles,5.6,269
8968,Boogeyman,Thriller Horror Drama Mystery,nightmare hallucination childhood trauma break-up hometown,Emily Deschanel Barry Watson Skye McCole Bartusiak Lucy Lawless Tory Mussett,4.6,191
9963,Premonition,Thriller Drama Mystery,deja vu dying and death time travel loss of husband car crash,Sandra Bullock Julian McMahon Courtney Taylor Burness Nia Long Shyann McClure,5.8,381
15655,The Tigger Movie,Animation Family,owl donkey tiger piglet bear,Jim Cummings Nikita Hopkins Ken Sansom John Fiedler Peter Cullen,6.3,143
21208,Orphan,Horror Thriller Mystery,nun deaf-mute orphan all girl troubled marriage,Vera Farmiga Peter Sarsgaard Isabelle Fuhrman CCH Pounder Jimmy Bennett,6.7,1261
272878,Max,Adventure Drama Family,afghanistan war based on true story rescue betrayal,Thomas Haden Church Josh Wiggins Lauren Graham Robbie Amell Mia Xitlali,6.8,276
9760,Epic Movie,Action Adventure Comedy,,Kal Penn Adam Campbell Jennifer Coolidge Jayma Mays Faune A. Chambers,3.2,326
314365,Spotlight,Drama Thriller History,child abuse journalism judge florida boston,Mark Ruffalo Michael Keaton Rachel McAdams Liev Schreiber John Slattery,7.8,2686
13279,Lakeview Terrace,Drama Crime Thriller,vandalism harassment neighbor house party shot to death,Samuel L. Jackson Patrick Wilson Kerry Washington Ron Glass Justin Chambers,5.9,292
1975,The Grudge 2,Horror Thriller,remake little boy curse,Sarah Michelle Gellar Amber Tamblyn Edison Chen Arielle Kebbel Jennifer Beals,5.2,283
1649,Bill & Ted's Bogus Journey,Adventure Comedy Family Fantasy Science Fiction,future dying and death heaven time travel heavy metal,Keanu Reeves Alex Winter George Carlin William Sadler Joss Ackland,5.9,308
9895,Man of the Year,Comedy Drama Romance Thriller,usa president presidential election comedian,Robin Williams Christopher Walken Laura Linney Lewis Black Jeff Goldblum,5.8,129
9570,The Black Hole,Adventure Family Science Fiction Action,killer robot space marine ghost ship black hole,Maximilian Schell Anthony Perkins Robert Forster Joseph Bottoms Ernest Borgnine,6.1,131
27579,The American,Crime Drama Thriller,prostitute sweden suspense priest very little dialogue,George Clooney Violante Placido Thekla Reuten Paolo Bonacelli Johan Leysen,5.8,481
16052,Selena,Drama,musical tejano elopement bustier fan club,Jennifer Lopez Edward James Olmos Constance Marie Jon Seda Lupe Ontiveros,7.0,114
40264,Vampires Suck,Horror Comedy,vampire high school prom spoof horror spoof,Chris Riggi Matt Lanter Jenn Proske Ken Jeong Bradley Dodds,4.2,315
1164,Babel,Drama,terror loss of mother gun morocco deaf-mute,Brad Pitt Cate Blanchett Gael Garc\u00eda Bernal Rinko Kikuchi Adriana Barraza,6.9,1055
239678,This Is Where I Leave You,Drama Comedy,based on novel funeral dysfunctional family death of father man child,Jason Bateman Tina Fey Adam Driver Rose Byrne Corey Stoll,6.5,505
14359,Doubt,Drama Mystery,sexual abuse boy wine gift janitor,Meryl Streep Philip Seymour Hoffman Amy Adams Viola Davis Alice Drummond,7.0,435
3989,Team America: World Police,Music Adventure Animation Action Comedy,paris france cairo capitalism loss of lover,Trey Parker Matt Stone Kristen Miller Masasa Moyo Daran Norris,6.6,660
76617,Texas Chainsaw 3D,Horror Thriller,sequel gore leatherface slasher chainsaw,Alexandra Daddario Dan Yeager Bill Moseley Marilyn Burns Tania Raymonde,5.3,465
1710,Copycat,Drama Thriller,police brutality psychology police operation police protection serial killer,Sigourney Weaver Holly Hunter Will Patton William McNamara Harry Connick Jr.,6.4,194
4258,Scary Movie 5,Comedy,sequel parody spoof aftercreditsstinger duringcreditsstinger,Simon Rex Ashley Tisdale Charlie Sheen Lindsay Lohan Erica Ash,4.6,793
10139,Milk,History Drama,gay san francisco homophobia mayor biography,Sean Penn Emile Hirsch James Franco Josh Brolin Diego Luna,7.1,612
335778,Risen,Action,christianity jesus christ apostle crucifixion jerusalem,Tom Felton Cliff Curtis Joseph Fiennes Peter Firth Mark Killeen,5.7,295
9645,Ghost Ship,Horror Mystery Thriller,cruise pilot ghost ship,Gabriel Byrne Julianna Margulies Desmond Harrington Ron Eldard Isaiah Washington,5.3,531
55465,A Very Harold & Kumar Christmas,Comedy,holiday indian lead beer christmas tree cannabis,Neil Patrick Harris John Cho Elias Koteas Danneel Ackles Kal Penn,6.0,328
617,Wild Things,Crime Drama Mystery,upper class poison sailboat rape sexual abuse,Matt Dillon Kevin Bacon Denise Richards Neve Campbell Theresa Russell,6.3,444
19904,The Stepfather,Horror Thriller Mystery,step father remake,Dylan Walsh Sela Ward Penn Badgley Amber Heard Sherry Stringfield,5.4,167
48289,The Debt,Drama Thriller,beach mossad secret agent insane asylum lye,Helen Mirren Ciar\u00e1n Hinds Tom Wilkinson Jessica Chastain Sam Worthington,6.3,257
243,High Fidelity,Comedy Drama Romance Music,chicago music record rock and roll record store soul,John Cusack Iben Hjejle Todd Louiso Jack Black Lisa Bonet,7.0,628
6933,One Missed Call,Horror Mystery Thriller,candy loss of sister mobile phone answering machine dying and death,Shannyn Sossamon Edward Burns Ana Claudia Talanc\u00f3n Ray Wise Azura Skye,4.7,171
8848,The Bank Job,Thriller Crime Drama,infidelity subway car dealer vault mannequin,Jason Statham Saffron Burrows Stephen Campbell Moore Daniel Mays James Faulkner,6.6,697
38,Eternal Sunshine of the Spotless Mind,Science Fiction Drama Romance,deja vu regret jealousy amnesia dream,Jim Carrey Kate Winslet Kirsten Dunst Mark Ruffalo Elijah Wood,7.9,3652
38303,You Again,Comedy Romance,brother sister relationship marriage bully duringcreditsstinger,Kristen Bell Sigourney Weaver Betty White Kristin Chenoweth Odette Annable,6.0,368
1266,Street Kings,Action Crime Drama Thriller,police los angeles,Keanu Reeves Forest Whitaker Chris Evans Hugh Laurie Martha Higareda,6.3,363
107985,The World's End,Comedy Action Science Fiction,end of the world apocalypse trilogy homage,Simon Pegg Nick Frost Martin Freeman Eddie Marsan Paddy Considine,6.7,1778
14043,Nancy Drew,Action Adventure Crime Family Mystery,california detective based on novel dream kidnapping,Emma Roberts Josh Flitter Max Thieriot Rachael Leigh Cook Tate Donovan,5.8,143
19901,Daybreakers,Fantasy Horror Action Thriller Science Fiction,female nudity sunrise waitress experiment rain,Ethan Hawke Sam Neill Willem Dafoe Claudia Karvan Isabel Lucas,6.0,634
34016,She's Out of My League,Comedy Romance,confidence romantic comedy dating insecurity airport security,Alice Eve Jay Baruchel Mike Vogel Krysten Ritter Debra Jo Rupp,5.9,525
59860,Monte Carlo,Adventure Comedy Romance,monte carlo mistaken identity look-alike young woman texan,Selena Gomez Katie Cassidy Cory Monteith Leighton Meester Andie MacDowell,6.0,593
10069,Stay Alive,Horror Thriller,video game hacker virtual reality virtual fight baroness,Jon Foster Samaire Armstrong Frankie Muniz Jimmi Simpson Wendell Pierce,5.3,155
9588,Quigley Down Under,Romance Action Adventure Western Drama,australian chase,Tom Selleck Laura San Giacomo Alan Rickman Chris Haywood Ron Haddrick,6.5,119
12819,Alpha and Omega,Family Animation,wolf arranged marriage forbidden love road trip park,Hayden Panettiere Justin Long Dennis Hopper Christina Ricci Danny Glover,5.3,124
9954,The Covenant,Action Adventure Fantasy Horror Science Fiction,magic male friendship college supernatural powers teenager,Steven Strait Laura Ramsey Jessica Lucas Taylor Kitsch Chace Crawford,5.2,288
10115,Stick It,Comedy Drama,gymnastics trainer puberty training sport,Jeff Bridges Missy Peregrym Vanessa Lengies Maddy Curley Nikki SooHoo,6.3,148
577,To Die For,Fantasy Drama Comedy Thriller,adultery winter obsession television new hampshire,Nicole Kidman Matt Dillon Joaquin Phoenix Casey Affleck Illeana Douglas,6.7,175
328387,Nerve,Mystery Adventure Crime,based on novel technology internet hacking teenager,Emma Roberts Dave Franco Emily Meade Miles Heizer Juliette Lewis,7.1,2181
12690,Appaloosa,Drama Western Crime,small town rancher,Viggo Mortensen Ed Harris Ren\u00e9e Zellweger Jeremy Irons Timothy Spall,6.3,299
9945,Vampires,Action Drama Fantasy Horror Thriller,based on novel new mexico party vampire hunter revenge,James Woods Daniel Baldwin Sheryl Lee Thomas Ian Griffith Maximilian Schell,5.8,255
539,Psycho,Drama Horror Thriller,hotel clerk arizona shower rain,Anthony Perkins Vera Miles John Gavin Janet Leigh Martin Balsam,8.2,2320
13596,My Best Friend's Girl,Romance Comedy,date sex bar test friendship,Dane Cook Kate Hudson Alec Baldwin Jason Biggs Diora Baird,5.4,220
226857,Endless Love,Drama Romance,teenage romance,Alex Pettyfer Gabriella Wilde Robert Patrick Rhys Wakefield Emma Rigby,6.7,542
13159,Georgia Rule,Comedy Drama Romance,grandmother granddaughter relationship promiscuity mother daughter relationship summer teenager,Jane Fonda Lindsay Lohan Felicity Huffman Dermot Mulroney Cary Elwes,5.6,130
526,Ladyhawke,Adventure Drama Fantasy Romance,moon monk swordplay bishop cathedral,Matthew Broderick Rutger Hauer Michelle Pfeiffer Alfred Molina John Wood,6.8,260
2355,Reign Over Me,Drama,confidence trauma leaving one's family childhood memory airplane,Adam Sandler Don Cheadle Jada Pinkett Smith Liv Tyler Saffron Burrows,7.1,334
5915,Into the Wild,Adventure Drama,male nudity parents kids relationship camping cutting the cord self-discovery,Emile Hirsch Marcia Gay Harden William Hurt Jena Malone Brian H. Dierker,7.8,3045
9842,School for Scoundrels,Comedy Drama Romance,date competition lovesickness mentor traffic policeman,Billy Bob Thornton Jon Heder Jacinda Barrett Sarah Silverman Michael Clarke Duncan,5.6,111
61012,Silent Hill: Revelation 3D,Thriller Horror Mystery,female protagonist another dimension based on video game mall occult ritual,Adelaide Clemens Kit Harington Sean Bean Carrie-Anne Moss Radha Mitchell,5.0,432
755,From Dusk Till Dawn,Horror Action Thriller Crime,dancing brother brother relationship sexual obsession showdown sheriff,George Clooney Quentin Tarantino Harvey Keitel Juliette Lewis Ernest Liu,6.9,1603
9470,Kung Fu Hustle,Action Comedy Crime Fantasy,kung fu magic mafia defense gangster,Stephen Chow Yuen Wah Yuen Qiu Lam Tze-Chung Huang Sheng-Yi,7.2,831
7979,The Kite Runner,Drama,1970s afghanistan hang gliding war in afghanistan taliban,Khalid Abdalla Atossa Leoni Shaun Toub Zekeria Ebrahimi Ahmad Khan Mahmoodzada,7.3,394
470,21 Grams,Drama Crime Thriller,life and death transplantation suicide attempt desperation loss of family,Sean Penn Naomi Watts Benicio del Toro Danny Huston Carly Nahon,7.2,918
10642,Loser,Drama Comedy Romance Family,college lost and found older brother younger sister woman director young adult,Jason Biggs Mena Suvari Zak Orth Thomas Sadoski Jimmi Simpson,5.0,120
22074,Capitalism: A Love Story,Documentary,usa capitalism capitalist wall street criticism and blame,Michael Moore Thora Birch William Black Elijah Cummings Baron Hill,7.0,167
290751,Secret in Their Eyes,Crime Drama Mystery,fbi missing child,Chiwetel Ejiofor Nicole Kidman Julia Roberts Dean Norris Lyndon Smith,6.2,336
13805,Disaster Movie,Action Comedy,natural disaster violence mortal danger duringcreditsstinger,Matt Lanter Vanessa Lachey Nicole Ari Parker Crista Flanagan Gary 'G. Thang' Johnson,3.0,240
4597,Armored,Action Crime Drama Thriller,robbery homeless person bank armored car truck,Columbus Short Laurence Fishburne Skeet Ulrich Amaury Nolasco Matt Dillon,5.5,208
